Intake24 code,Action,English Description,Local description,Local description/Malay,Local description/Mandarin,Local description/Tamil,Food composition table,Food composition record ID,Ready Meal Option,Same As Before Option,Reasonable Amount,Use In Recipes,Associated Food / Category,Brand Names,Associated Food / Category (Malay),Associated Food / Category (Tamil),Portion size estimation methods,Categories,,,,,,,
TBSF,1,"Turkey burger patty (no bun), with breadcrumb coating","Turkey burger patty (no bun), with breadcrumb coating",,,,AUSNUT,08C10528,TRUE,Inherited,Inherited,Inherited,,,,,"Method: guide-image, conversion: 1.0, guide-image-id: Gbur",BRGO,BRGS,MDSH,MEAT,,,,
TBSR,1,"Tomato based sauce, reduced salt","Tomato based sauce, reduced salt",,,,AUSNUT,10A10456,FALSE,Inherited,Inherited,Inherited,,,,,"Method: as-served, conversion: 1.0, serving-image-set: tomato_sauce, leftovers-image-set: tomato_sauce_leftovers
Method: standard-portion, conversion: 1.0, units-count: 2, unit0-name: tablespoons, unit0-weight: 22.6, unit0-omit-food-description: false, unit1-name: cups, unit1-weight: 282.5, unit1-omit-food-description: false",SAUC,TOMS,,,,,,
TCHO,2,Kinder surprise,Kinder surprise,Kinder surprise,Kinder巧克力惊喜,கிண்டர் சர்ப்பிரைஸ்,AUSNUT,12C10510,Inherited,Inherited,Inherited,Inherited,,,,,"Method: standard-portion, conversion: 1.0, units-count: 1, unit0-name: eggs, unit0-weight: 20, unit0-omit-food-description: true",CBAR,CHCS,,,,,,
TCHS,4,Tomato chutney,Tomato chutney,Chutney tomato," 番茄辣酱 , chutney",தக்காளி சட்னி,Singapore HPB,SIN00000878,Inherited,Inherited,Inherited,Inherited,,,,,"Method: as-served, conversion: 1.03, serving-image-set: sauce_dollop, leftovers-image-set: sauce_dollop_leftovers
Method: guide-image, conversion: 1.25, guide-image-id: AUSspoons
Method: standard-portion, conversion: 1.0, units-count: 2, unit0-name: teaspoons, unit0-weight: 6.25, unit0-omit-food-description: false, unit1-name: tablespoons, unit1-weight: 25, unit1-omit-food-description: false
Method: guide-image, conversion: 1.0, guide-image-id: MY_SaucePlate",CHTN,COND,PCKL,SLW2,,,,
TCPB,2,"Ciabatta / Panini bread, toasted","Ciabatta / Panini bread, toasted","Roti ciabatta / Panini, dipanggang","Ciabatta /panini 面包, 烤过的","சியாபட்டா / பாணினி ரொட்டி, வறுக்கப்பட்ட",NDNS,02B10669,Inherited,Inherited,Inherited,Inherited,"BTTR({en: Did you have Butter / margarine / oils with your Ciabatta / Panini bread, toasted?}),",,"BTTR({ms: Adakah anda mengambil mentega / marjerin bersama Roti ciabatta / Panini, dipanggang?})","BTTR({ta: சியாபட்டா / பாணினி ரொட்டி, வறுக்கப்பட்ட உடன் சேர்த்து வெண்ணெய் / மார்கரைன்  / எண்ணெய்கள் சாப்பிட்டீர்களா?})

","Method: standard-portion, conversion: 1.0, units-count: 3, unit0-name: medium_slices, unit0-weight: 38, unit0-omit-food-description: false, unit1-name: thick_slices, unit1-weight: 45, unit1-omit-food-description: false, unit2-name: rolls, unit2-weight: 80, unit2-omit-food-description: false",BRDR,BRED,SW01,,,,,
TCSU,2,Chocolate sundaes,Chocolate sundaes,Sundae coklat," 巧克力圣代, sundae",சாக்லேட் சண்டேஸ்,AUSNUT,09D10247,Inherited,Inherited,Inherited,Inherited,,,,,"Method: as-served, conversion: 1.0, serving-image-set: ice_cream, leftovers-image-set: ice_cream_leftovers
Method: standard-portion, conversion: 1.0, units-count: 1, unit0-name: medium_sundaes, unit0-weight: 174, unit0-omit-food-description: true",ICEC,ICEL,,,,,,
TCWW,2,Toffee and chocolate dessert e.g. Weight Watchers,Toffee and chocolate dessert e.g. Weight Watchers,Pencuci mulut toffee dan coklat e.g. Weight Watchers,太妃糖巧克力甜点（例如Weight Watchers,டோஃபி மற்றும் சாக்லேட் இனிப்பு எ.கா Weight Watchers,AUSNUT,09C10097,Inherited,Inherited,Inherited,Inherited,,,,,"Method: guide-image, conversion: 1.0, guide-image-id: AUSdes",DESS,,,,,,,
TEMP,2,Tempura battered white fish,Tempura battered white fish,Ikan putih salutan tempura, 天妇罗面糊白鱼 ,டெம்புரா பேட்டர்ட் வெள்ளை மீன்,AUSNUT,05D10420,FALSE,Inherited,Inherited,Inherited,COND({en: Did you have sauces / condiments / gravy / stock with your Tempura battered white fish?}),,COND({ms: Adakah anda mengambil sos / kuah bersama Ikan putih salutan tempura?}),COND({ta: டெம்புரா பேட்டர்ட் வெள்ளை மீன் உடன் சேர்த்து சாஸ்கள் / மசாலாப் பொருட்கள் / குழம்பு சாப்பிட்டீர்களா?}),"Method: standard-portion, conversion: 1.0, units-count: 1, unit0-name: pieces, unit0-weight: 25, unit0-omit-food-description: false",C002,FISH,SLW1,SW03,,,,
TEMV,2,Tempura battered vegetables,Tempura battered vegetables,Sayur-sayuran salutan tempura, 天妇罗面糊蔬菜 ,டெம்புரா பேட்டர்ட் காய்கறிகள்,AUSNUT,13B10319,FALSE,Inherited,Inherited,Inherited,COND({en: Did you have sauces / condiments / gravy / stock with your Tempura battered vegetables?}),,COND({ms: Adakah anda mengambil sos / kuah bersama Sayur-sayuran salutan tempura?}),COND({ta: டெம்புரா பேட்டர்ட் காய்கறிகள்  உடன் சேர்த்து சாஸ்கள் / மசாலாப் பொருட்கள் / குழம்பு சாப்பிட்டீர்களா?}),"Method: standard-portion, conversion: 1.0, units-count: 1, unit0-name: pieces, unit0-weight: 10, unit0-omit-food-description: false",SLW1,SW05,VGDI,VTGB,,,,
TERR,1,Terrine,Terrine,,,,AUSNUT,08E30333,FALSE,Inherited,Inherited,Inherited,,,,,"Method: standard-portion, conversion: 1.0, units-count: 2, unit0-name: thin_slices, unit0-weight: 2000, unit0-omit-food-description: false, unit1-name: thick_slices, unit1-weight: 2000, unit1-omit-food-description: false",PATE,PTES,SUGR,SW02,SW05,,,
TFUB,2,Tofu burger patty (no bun),Tofu burger patty (no bun),Patty burger tofu (tanpa roti), 豆腐汉堡饼（无面包） ,டோஃபு பர்கர் பாட்டி (ரொட்டி இல்லை),AUSNUT,13B20213,TRUE,Inherited,Inherited,Inherited,,,,,"Method: guide-image, conversion: 1.0, guide-image-id: Gbur",MEAT,MTST,SLW1,SW03,VGDI,VTGB,,
TFVC,1,Tofu and vegetable curry e.g. Japanese curry,Tofu and vegetable curry e.g. Japanese curry,,,,AUSNUT,13B20262,TRUE,Inherited,Inherited,Inherited,"CARB, BRED",,,,"Method: as-served, conversion: 1.0, serving-image-set: NDNS_veg_curry, leftovers-image-set: NDNS_veg_curry_leftovers",MEAT,MTST,SLW1,SW03,VGDI,VTGB,,
TGCP,1,Thai green curry paste,Thai green curry paste ,,,,AUSNUT,10A10453,FALSE,Inherited,Inherited,RecipesOnly,,,,,"Method: guide-image, conversion: 1.4, guide-image-id: AUSspoons
Method: standard-portion, conversion: 1.0, units-count: 2, unit0-name: teaspoons, unit0-weight: 7, unit0-omit-food-description: false, unit1-name: tablespoons, unit1-weight: 28, unit1-omit-food-description: false",CHIS,COND,SAUC,SLW2,,,,
THAI,2,Asian Beef Salad e.g. Thai Beef Salad,Asian Beef Salad e.g. Thai Beef Salad,Salad Daging Asia e.g. Salad Daging Thailand,亚洲牛肉沙拉（例如泰式牛肉沙拉,ஆசிய மாட்டிறைச்சி சாலட் எ.கா தாய் மாட்டிறைச்சி சாலட்,AUSNUT,13A12154,Inherited,Inherited,Inherited,Inherited,,,,,"Method: standard-portion, conversion: 1.0, units-count: 4, unit0-name: small_tubs, unit0-weight: 250, unit0-omit-food-description: false, unit1-name: medium_tubs, unit1-weight: 400, unit1-omit-food-description: false, unit2-name: large_tubs, unit2-weight: 800, unit2-omit-food-description: false, unit3-name: takeaway_portions, unit3-weight: 150, unit3-omit-food-description: false",C000,SLW1,SW05,VTGB,,,,
THIS,2,"Salad dressing, creamy / mayonnaise-based, reduced fat e.g. Caesar","Salad dressing, creamy / mayonnaise-based, reduced fat e.g. Caesar","Dressing salad, berasaskan krim / mayonis, kurang lemak e.g. Caesar",低脂奶油沙拉酱（例如 caesar,"சாலட் டிரஸ்ஸிங், கிரீம் / மயோனைசே அடிப்படையிலான, குறைக்கப்பட்ட கொழுப்பு எ.கா. Caesar",AUSNUT,10F20105,Inherited,Inherited,Inherited,Inherited,,,,,"Method: guide-image, conversion: 1.07, guide-image-id: AUSspoons
Method: guide-image, conversion: 1.0, guide-image-id: MY_SaucePlate
Method: guide-image, conversion: 1.0, guide-image-id: MY_SaucePacketGuide
Method: standard-portion, conversion: 1.0, units-count: 2, unit0-name: teaspoons, unit0-weight: 5.35, unit0-omit-food-description: false, unit1-name: tablespoons, unit1-weight: 21.4, unit1-omit-food-description: false",PCKL,SDRS,SLW2,SW06,,,,
THOU,2,"Salad dressing, creamy / mayonnaise-based e.g. Caesar","Salad Dressing, Mayonnaise-Based (E.g Thousand Island, Caeser)","Dressing Salad, Berasaskan Mayonis (E.g Thousand Island, Caesar)","沙拉酱、蛋黄酱（例如 thousand island, caeser）","சாலட் டிரஸ்ஸிங், மயோனைஸ் அடிப்படையிலானது (எ.கா Thousand Island, Caeser)",AUSNUT,10F20117,Inherited,Inherited,Inherited,Inherited,,,,,"Method: guide-image, conversion: 1.07, guide-image-id: AUSspoons
Method: guide-image, conversion: 1.0, guide-image-id: MY_SaucePlate
Method: guide-image, conversion: 1.0, guide-image-id: MY_SaucePacketGuide
Method: standard-portion, conversion: 1.0, units-count: 2, unit0-name: teaspoons, unit0-weight: 5.35, unit0-omit-food-description: false, unit1-name: tablespoons, unit1-weight: 21.4, unit1-omit-food-description: false",PCKL,SDRS,SLW2,SW06,,,,
THYM,1,Thyme,Thyme,,,,AUSNUT,10E10103,Inherited,Inherited,Inherited,Inherited,,,,,"Method: standard-portion, conversion: 1.0, units-count: 1, unit0-name: teaspoons, unit0-weight: 2.65, unit0-omit-food-description: false",HRBS,HRSP,SLW2,SW06,,,,
TIFF,1,Chocolate tiffin,Chocolate tiffins,,,,AUSNUT,02E50263,Inherited,Inherited,Inherited,Inherited,,,,,"Method: guide-image, conversion: 1.0, guide-image-id: Gchocbites",CAKE,SLBC,,,,,,
TIGR,2,Tiger bread,Tiger bread,Roti harimau, 老虎面包 ,டைகர்பிரட்,AUSNUT,02B10749,Inherited,Inherited,Inherited,Inherited,BTTR({en: Did you have Butter / margarine / oils with your Tiger bread?}),,BTTR({ms: Adakah anda mengambil mentega / marjerin bersama Roti harimau?}),"BTTR({ta: டைகர்பிரட் உடன் சேர்த்து வெண்ணெய் / மார்கரைன்  / எண்ணெய்கள் சாப்பிட்டீர்களா?})

","Method: guide-image, conversion: 1.0, guide-image-id: Gsli",BRDR,BRED,SW01,,,,,
TIRA,2,Tiramisu,Tiramisu,Tiramisu,"提拉米苏, Tiramisu",டிராமிசு,AUSNUT,02E10484,FALSE,Inherited,Inherited,Inherited,,,,,"Method: as-served, conversion: 0.83, serving-image-set: sponge_pudding, leftovers-image-set: sponge_pudding_leftovers",DESS,,,,,,,
TKET,3,Tomato sauce / ketchup,Tomato sauce,Sos tomato, 番茄酱 ,தக்காளி சாஸ்,MyFCDCombined,105100,Inherited,Inherited,Inherited,Inherited,,,,,"Method: as-served, conversion: 1.0, serving-image-set: sauce_dollop, leftovers-image-set: sauce_dollop_leftovers
Method: guide-image, conversion: 1.0, guide-image-id: MY_SaucePlate
Method: guide-image, conversion: 1.0, guide-image-id: MY_SaucePacketGuide
Method: standard-portion, conversion: 1.0, units-count: 2, unit0-name: teaspoons, unit0-weight: 5.2, unit0-omit-food-description: false, unit1-name: tablespoons, unit1-weight: 20.8, unit1-omit-food-description: false",COND,SLW2,SW06,,,,,
TKRS,1,"Tomato sauce / ketchup, reduced salt","Tomato sauce / ketchup, reduced salt",,,,AUSNUT,10A10532,Inherited,Inherited,Inherited,Inherited,,,,,"Method: as-served, conversion: 1.0, serving-image-set: sauce_dollop, leftovers-image-set: sauce_dollop_leftovers
Method: standard-portion, conversion: 1.0, units-count: 2, unit0-name: teaspoons, unit0-weight: 5.2, unit0-omit-food-description: false, unit1-name: tablespoons, unit1-weight: 20.8, unit1-omit-food-description: false",COND,SLW2,SW06,,,,,
TMPS,2,Tomato based sauce,Tomato based sauce,Sos berasaskan tomato, 番茄酱汁 ,தக்காளி அடிப்படையிலான சாஸ்,AUSNUT,10A10448,FALSE,Inherited,Inherited,Inherited,,,,,"Method: as-served, conversion: 1.0, serving-image-set: tomato_sauce, leftovers-image-set: tomato_sauce_leftovers
Method: guide-image, conversion: 1.0, guide-image-id: MY_SaucePlate
Method: guide-image, conversion: 1.0, guide-image-id: MY_SaucePacketGuide
Method: standard-portion, conversion: 1.0, units-count: 2, unit0-name: tablespoons, unit0-weight: 22, unit0-omit-food-description: false, unit1-name: cups, unit1-weight: 275, unit1-omit-food-description: false",SAUC,TOMS,,,,,,
TMTP,1,Tomato Paste,Tomato Paste,,,,AUSNUT,13A12050,Inherited,Inherited,Inherited,Inherited,,,,,"Method: guide-image, conversion: 1.11, guide-image-id: AUSspoons
Method: standard-portion, conversion: 1.0, units-count: 2, unit0-name: teaspoons, unit0-weight: 5.55, unit0-omit-food-description: false, unit1-name: tablespoons, unit1-weight: 22.2, unit1-omit-food-description: false",COND,SLW2,SW06,,,,,
TNAB,2,"Tuna in brine, tinned","Tuna in brine, tinned","Tuna dalam air garam, dalam tin", 罐装盐水金枪鱼 ,"உப்புநீரில் டுனா, டின்னில்",AUSNUT,05A10678,Inherited,Inherited,Inherited,Inherited,,,,,"Method: as-served, conversion: 1.05, serving-image-set: canned_fish, leftovers-image-set: canned_fish_leftovers
Method: guide-image, conversion: 1.0, guide-image-id: AUScannedfish
Method: standard-portion, conversion: 1.0, units-count: 1, unit0-name: tablespoons, unit0-weight: 15.2, unit0-omit-food-description: false",FISH,OILY,SLW1,SW03,,,,
TNAO,3,"Tuna in oil, tinned","Tuna in oil, tinned","Tuna dalam minyak, dalam tin", 罐装油浸金枪鱼 ,"எண்ணெயில் டுனா, டின்னில்",MyFCDCombined,401086,Inherited,Inherited,Inherited,Inherited,,,,,"Method: as-served, conversion: 1.0, serving-image-set: canned_fish, leftovers-image-set: canned_fish_leftovers
Method: guide-image, conversion: 1.0, guide-image-id: AUScannedfish
Method: standard-portion, conversion: 1.0, units-count: 1, unit0-name: tablespoons, unit0-weight: 16.4, unit0-omit-food-description: false",FISH,OILY,SLW1,SW03,,,,
TNGS,3,Tangerines / mandarins / clementines/ satsumas,Tangerines / mandarins / clementines/ satsumas,Mandarin / clementine / satsuma, 橘子/蜜橘/克莱门汀/萨斯马 ,டேன்ஜரைன்கள் / மாண்டரின்கள் / க்ளெமெண்டைன்கள் / சாட்சுமாக்கள்,MyFCDCombined,106065,Inherited,Inherited,Inherited,Inherited,,,,,"Method: guide-image, conversion: 1.0, guide-image-id: Gorg",CITR,FREF,FRTS,SLW1,,,,
TNIC,2,Tonic water,Tonic water,Tonic water,汤力水,டானிக் நீர்,AUSNUT,01B20389,Inherited,TRUE,Inherited,Inherited,,,,,"Method: drink-scale, conversion: 1.0, drinkware-id: glasses_soft, initial-fill-level: 0.9, skip-fill-level: false
Method: guide-image, conversion: 1.0, guide-image-id: AUScandrink
Method: guide-image, conversion: 1.0, guide-image-id: AUSFantaSolo",DRNK,SOFT,,,,,,
TNPB,1,"Turnip, boiled / steamed / microwaved","Turnip, boiled / steamed / microwaved",,,,AUSNUT,13A11855,FALSE,Inherited,Inherited,Inherited,,,,,"Method: as-served, conversion: 0.98, serving-image-set: cars, leftovers-image-set: cars_leftovers
Method: standard-portion, conversion: 1.0, units-count: 2, unit0-name: tablespoons, unit0-weight: 19.2, unit0-omit-food-description: false, unit1-name: cups, unit1-weight: 240, unit1-omit-food-description: false",SLW1,SW05,TRNP,VTGB,,,,
TNPM,1,"Turnip, mashed","Turnip, mashed",,,,AUSNUT,13A11855,FALSE,Inherited,Inherited,Inherited,,,,,"Method: as-served, conversion: 1.0, serving-image-set: potatoes_mashed, leftovers-image-set: potatoes_mashed_leftovers
Method: standard-portion, conversion: 1.0, units-count: 2, unit0-name: tablespoons, unit0-weight: 19.2, unit0-omit-food-description: false, unit1-name: cups, unit1-weight: 240, unit1-omit-food-description: false",SLW1,SW05,TRNP,VTGB,,,,
TOBL,2,"Chocolate bar, with nougat, almonds and honey e.g. Toblerone","Chocolate bar, with nougat, almonds and honey e.g. Toblerone","Bar coklat, dengan nougat, badam dan madu e.g. Toblerone",含牛轧糖、杏仁和蜂蜜的巧克力（例如Toblerone）,"சாக்லேட் பார், நௌகட், பாதாம் மற்றும் தேன் எ.கா.  Toblerone",AUSNUT,12C10486,Inherited,Inherited,Inherited,Inherited,,,,,"Method: standard-portion, conversion: 1.0, units-count: 1, unit0-name: pieces, unit0-weight: 8.3, unit0-omit-food-description: false",BARS,CBAR,,,,,,
